Longitude,Latitude,LocationFactor,Land_SquareFeet,Land_PriorTaxYearMarketValueEstimate,Building_SquareFeet,Building_PriorTaxYearMarketValueEstimate,SalePrice
-88.0170721028952,42.1442934476642,0.785868735279944,9163,45810.0,1501.0,234160.0,292500.0
-88.044193393466,42.1534823274269,0.937780137899596,4377,21880.0,2001.0,293080.0,315000.0
-88.0358675578195,42.145484528822,0.833267373596347,2391,11950.0,1704.0,187620.0,225000.0
-88.0362250812666,42.1448020659208,0.830060544032226,5039,25190.0,1708.0,207770.0,229000.0
-88.0349762359571,42.1452502321292,0.828833070271582,3347,16730.0,1704.0,216310.0,233000.0
-88.0365749745884,42.1450048743533,0.832535135989089,2248,11240.0,1376.0,170610.0,217000.0
-88.0310850022313,42.1411153512257,0.79549740267434,20000,100000.0,1569.0,164900.0,263000.0
-88.0299319795041,42.1420834896476,0.797003591327501,21670,108350.0,2562.0,254660.0,305000.0
-88.025482589002,42.1409055369075,0.782266473292727,21600,108000.0,3416.0,390630.0,255501.0
-88.026585803672,42.1401409718066,0.781481692864931,20000,100000.0,1112.0,139310.0,207000.0
-88.0286172095175,42.1395372836269,0.7836271059772,30075,150370.0,2351.0,226170.0,200000.0
-88.0607926117357,42.1516762688898,1.03554708050099,21591,70170.0,1408.0,235830.0,295000.0
-88.0535375981569,42.1529326907734,0.989110444469575,10080,32760.0,894.0,150810.0,132500.0
-88.0561477586362,42.1529383641499,1.00917722173582,11718,38080.0,1521.0,215250.0,277400.0
-88.0609819188686,42.1489665319471,1.01054310978604,10200,33150.0,4373.0,559310.0,465000.0
-88.0551146933187,42.1519576484648,0.990546989497038,9932,32270.0,1005.0,164710.0,145000.0
-88.0544670138026,42.1523547063675,0.989787368546056,9975,32410.0,1604.0,215190.0,193000.0
-88.0554444365555,42.1530551386025,1.00488054742365,12371,40200.0,992.0,157100.0,238000.0
-88.0534642564152,42.1484238289706,0.944805351097485,15004,108770.0,4840.0,568700.0,586500.0
-88.0569900632002,42.1484100792528,0.971417467723298,13010,94320.0,4445.0,524950.0,587000.0
-88.0552076167568,42.1477017794811,0.951510700212616,12164,88180.0,3452.0,544380.0,570000.0
-88.0554630348694,42.1480743921861,0.956571822084301,10200,73950.0,3809.0,452510.0,500000.0
-88.0528308964563,42.1513170645594,0.967157407363488,12778,41520.0,1950.0,280990.0,326500.0
-88.0520588026094,42.1529880498743,0.979227800733006,11210,36430.0,2118.0,247810.0,325000.0
-88.0477788839014,42.1530390325535,0.952493628886885,10480,34060.0,2476.0,337730.0,318000.0
-88.0481574309254,42.1534388587018,0.959092825833517,3240,65610.0,1240.0,81240.0,176000.0
-88.0471184579562,42.1534906430414,0.953588849145332,1960,39690.0,1240.0,131880.0,190000.0
-88.0476056466671,42.1534374333892,0.955820029477219,4625,93650.0,1240.0,59740.0,218000.0
-88.04639928754,42.1527407046134,0.941436598818757,9996,32480.0,2986.0,333240.0,356000.0
-88.0454376495425,42.1532764611489,0.941961895231103,2623,53110.0,2008.0,107120.0,345000.0
-88.0818521476819,42.1477502207082,1.23021271681549,42162,73780.0,2868.0,475710.0,500000.0
-88.0803035070629,42.1513290284348,1.24921702218242,41922,73360.0,3312.0,481230.0,590000.0
-88.0803111104262,42.1506409594996,1.2414905141651,41922,73360.0,4080.0,663000.0,550000.0
-88.0997835805679,42.1528174213657,1.5463293312564,40075,250460.0,3898.0,444370.0,675000.0
-88.0927426686285,42.1484732915619,1.38673829018856,41077,71880.0,3109.0,431840.0,670000.0
-88.0889771475396,42.150872770616,1.36091872742394,60374,105650.0,2139.0,354150.0,400000.0
-88.0897244703414,42.1517441501375,1.38213610849024,80325,140560.0,2297.0,354860.0,310000.0
-88.0900340069634,42.1482876762371,1.34603263969704,40973,71700.0,2870.0,462430.0,520000.0
-88.0878618245367,42.1474561704647,1.30682446491194,43081,75390.0,3276.0,488930.0,441000.0
-88.0892091045199,42.1487044046194,1.33909595079356,39422,68980.0,3639.0,509460.0,460000.0
-88.0891472463714,42.1474691966763,1.32469149483685,43081,75390.0,2987.0,418180.0,491000.0
-88.0868381032055,42.150120667493,1.32221905459386,44649,78130.0,2192.0,313460.0,345000.0
-88.0840394133973,42.1477171473449,1.25826040731791,40119,70200.0,2544.0,395640.0,475000.0
-88.0848259240622,42.1471241072543,1.26250970934972,40511,70890.0,2353.0,366300.0,357000.0
-88.0836270433955,42.1534819452112,1.3189096920502,40293,70510.0,2048.0,315390.0,330000.0
-88.0826081389986,42.1523858577751,1.29176774499558,42863,75010.0,1969.0,326260.0,404000.0
-88.1119014264839,42.1531549112998,1.74548443905684,30579,76440.0,2874.0,441450.0,515000.0
-88.1153060605434,42.1532611846416,1.80367174703095,15329,38320.0,2760.0,435250.0,460000.0
-88.1140758436816,42.1493767394159,1.72819434362088,15000,37500.0,3067.0,496290.0,440000.0
-88.1134514945503,42.1488918571464,1.71144610953398,18848,117800.0,3303.0,575840.0,690000.0
-88.116991088889,42.1490694023598,1.77185477040911,16851,105310.0,4035.0,544690.0,831000.0
-88.1199191171914,42.1485286609281,1.81285728498759,12334,77080.0,4207.0,692050.0,670000.0
-88.1190485356679,42.1496110303988,1.81355942032262,18274,114210.0,2550.0,463790.0,585000.0
-88.1077546731648,42.1522421524542,1.66481971691035,25819,64540.0,2352.0,332570.0,390000.0
-88.1089354036402,42.1471341964481,1.61619992042089,20000,50000.0,3787.0,636220.0,748750.0
-88.1053554576101,42.143567426426,1.51836208225833,35460,88650.0,1321.0,240690.0,507500.0
-88.1097531810631,42.1381722431661,1.52599847129587,87599,153290.0,5532.0,756710.0,950000.0
-88.1044232671927,42.1370715665727,1.43748312375713,112907,197580.0,3028.0,523840.0,440000.0
-88.1139647492907,42.1318197982207,1.52416846181594,63510,111140.0,4366.0,756450.0,754000.0
-88.1062022399228,42.1288350914468,1.3907332607916,62944,110150.0,4682.0,815670.0,620000.0
-88.1057332090611,42.125367702903,1.35849568996731,46274,80970.0,3697.0,555230.0,450327.0
-88.1034926410002,42.1261949051473,1.33616185347228,44902,78570.0,2660.0,561050.0,642000.0
-88.1075062467856,42.1312830078433,1.42851232515345,45520,79660.0,4297.0,661310.0,525000.0
-88.1075491799999,42.1259841701144,1.38626608361803,50355,88120.0,4505.0,698730.0,700000.0
-88.099537664235,42.1328644809911,1.33412616468493,41426,72490.0,2852.0,400990.0,395000.0
-88.0829411237135,42.1333482202803,1.13246253488011,17200,94600.0,3250.0,430570.0,408000.0
-88.0993428243148,42.1258600632243,1.28298891332975,27835,48710.0,2692.0,389590.0,425000.0
-88.0968918993815,42.1286152260535,1.27048957626374,44605,55750.0,3284.0,489320.0,407000.0
-88.0995380964286,42.1272899040338,1.29444905687288,58296,102010.0,3605.0,565400.0,675000.0
-88.0890429970129,42.1300504323497,1.18512062164977,96093,120110.0,4152.0,582940.0,710000.0
-88.0856810688856,42.1302548060135,1.14767533599945,3099,17040.0,1909.0,229780.0,261000.0
-88.0848987728766,42.1298912117719,1.13718409324372,2662,14640.0,1802.0,218350.0,265000.0
-88.0849665709097,42.1299240510912,1.13809149448654,2662,14640.0,1876.0,228870.0,274000.0
-88.0824310387368,42.1347478520232,1.13438501850782,10893,59910.0,2896.0,387590.0,465000.0
-88.0770711232752,42.1354791056705,1.07848245028943,10085,32770.0,3334.0,457420.0,473000.0
-88.0666418311293,42.1364650787464,0.97908416242348,9668,31420.0,3782.0,488200.0,314000.0
-88.065439002675,42.1362052665679,0.967134705086203,9857,32030.0,3711.0,417970.0,484000.0
-88.0666745692874,42.1329727882652,0.966399376394051,12546,84680.0,3199.0,565010.0,543750.0
-88.0685276047703,42.1359807141961,0.994469544814729,1179,23870.0,1155.0,118970.0,140000.0
-88.0683579481543,42.1357822210337,0.992011038572987,1179,23870.0,1155.0,118970.0,198000.0
-88.0685809466791,42.1357473314782,0.993954403923596,1179,23870.0,1155.0,118970.0,187000.0
-88.0690186501458,42.135653653771,0.997680863498097,1179,23870.0,1155.0,118970.0,190000.0
-88.0690222208657,42.1355344832505,0.997200630454917,1179,23870.0,1155.0,118970.0,192000.0
-88.0686990610993,42.1353243307894,0.993267256594518,1179,23870.0,1155.0,118970.0,201000.0
-88.0685220803074,42.1348607754766,0.989723978466014,1179,23870.0,1155.0,118970.0,174900.0
-88.0689331162673,42.1339438225938,0.990013270646885,1179,23870.0,1155.0,118970.0,185000.0
-88.0686195027377,42.1339652223752,0.987198253483926,1179,23870.0,1155.0,118970.0,190000.0
-88.0686198711637,42.133893790468,0.986940426847114,1179,23870.0,1155.0,118970.0,178000.0
-88.0686260368296,42.1336667318651,0.986178803819834,1179,23870.0,1155.0,118970.0,176000.0
-88.0691287317268,42.1327685390707,0.987695997576297,1179,23870.0,1155.0,118970.0,190000.0
-88.0687015399846,42.1329351849721,0.984353318077993,1179,23870.0,1155.0,118970.0,165000.0
-88.0686697673485,42.1327990450386,0.983617423552992,1179,23870.0,1155.0,118970.0,150000.0
-88.0691323140857,42.1325425523829,0.986990202351211,1179,23870.0,1155.0,118970.0,190000.0
-88.0689741853994,42.13254134263,0.985547222257321,1179,23870.0,1155.0,118970.0,184000.0
-88.0690404676368,42.132091671361,0.984738528263395,1179,23870.0,1155.0,118970.0,197500.0
-88.0685659524031,42.1317122898973,0.979353348505773,1179,23870.0,1155.0,118970.0,185000.0
-88.0682164610006,42.1315306281358,0.975740804552454,1179,23870.0,1155.0,118970.0,182000.0
-88.068937300783,42.1299272959787,0.978003934323489,1179,23870.0,1155.0,118970.0,182000.0
-88.0686512106153,42.1295021810324,0.974568303594837,1179,23870.0,1155.0,118970.0,201500.0
-88.0663225717116,42.132284745625,0.961329160435084,9277,62610.0,2930.0,452690.0,510000.0
-88.0660372645696,42.1322900116208,0.958898496479747,9375,63280.0,3065.0,396720.0,495000.0
-88.0788195485646,42.1318968751872,1.08012003840303,12069,39220.0,2763.0,338740.0,495000.0
-88.073084462487,42.1290652991704,1.0132980727683,9096,29560.0,2558.0,343540.0,401000.0
-88.0781529974491,42.1287958010146,1.06147736179311,9017,29300.0,1032.0,139420.0,240000.0
-88.0787264147507,42.1292756847127,1.06890343097036,12209,39670.0,3197.0,469920.0,511000.0
-88.0781643062888,42.1282171603867,1.05973158730709,9180,29830.0,3658.0,513470.0,530000.0
-88.0821957856533,42.1261410789095,1.09362420474523,68128,221410.0,2018.0,207650.0,420000.0
-88.0796878220121,42.1319439546546,1.08958035476364,10068,55370.0,2385.0,358940.0,475000.0
-88.0823344570742,42.129596586283,1.10787363832423,2155,11850.0,1972.0,243120.0,300000.0
-88.0683712750787,42.1251302079679,0.965939214326488,2950,59730.0,2194.0,228180.0,294000.0
-88.0675682008185,42.1267713218912,0.961043049912336,12231,39750.0,1737.0,304180.0,356200.0
-88.0660836010832,42.1252106245958,0.948151375774295,2604,52730.0,2200.0,298000.0,310000.0
-88.0655336785991,42.1251930376617,0.94398209149359,2748,55640.0,2667.0,350870.0,440000.0
-88.0652797566285,42.1258970648437,0.942384646031098,2239,7270.0,2419.0,388700.0,494000.0
-88.0665777092497,42.1296699414753,0.957333112474849,2064,41790.0,2079.0,231680.0,273999.0
-88.0677174511222,42.1298009198291,0.967191556445942,2580,52240.0,2218.0,296950.0,315000.0
