,Longitude,Latitude,SalePrice,total_tax,annual_insurance,annual_maintenance
23,-88.1380359545216,42.1460854674101,345000.0,3547.8592878649633,1843.227677518191,8627.087287864964
24,-88.1340368590994,42.1448654646008,314000.0,4453.879857427504,1677.6043209875709,7851.999857427504
25,-88.1317435278259,42.1455929121009,268000.0,3614.810848607034,1431.840630651812,6701.970848607034
26,-88.1355983026988,42.1436543158456,275000.0,3870.425592091073,1469.2394530942101,6877.0095920910735
27,-88.1356143499751,42.1412359366024,185000.0,6101.4382611026385,988.3974502633778,4626.976261102639
28,-88.1405264466293,42.1445366844849,416000.0,5670.872150086588,2222.5585908625144,10402.108150086588
29,-88.1405294179861,42.1439662735301,280000.0,4395.605843427061,1495.9528976959232,7002.0998434270605
30,-88.1405321306983,42.1433993605431,320000.0,3988.4976485969137,1709.6604545096263,8002.091648596914
31,-88.1396921408545,42.1436935659715,450000.0,6486.563234690096,2404.2100141541623,11252.081234690095
32,-88.1377526186047,42.1440148903145,350000.0,4399.560071228593,1869.9411221199039,8752.052071228592
33,-88.1365889770429,42.1453791517882,191000.0,5253.227557419267,1020.4535837854332,4777.051557419268
34,-88.128966974762,42.1464062975263,500000.0,5219.991068937917,2671.3444601712913,12501.935068937917
35,-88.1296253968654,42.1444175279529,575000.0,7897.036304015171,3072.046129196985,14376.918304015171
36,-88.1291054592288,42.1449564698295,810000.0,3901.521004937006,4327.578025477492,20251.917004937008
37,-88.1278932153565,42.145360023922,566500.0,8347.72816773263,3026.633273374073,14164.402167732631
38,-88.1310143516411,42.1437987261918,382250.0,8266.753233502244,2042.2428398009522,9558.183233502245
39,-88.1308392098354,42.1406792462796,355000.0,5051.03219100147,1896.6545667216167,8876.88819100147
40,-88.14211538745,42.1526872836211,360000.0,5081.491108970843,1923.3680113233297,9002.263108970843
41,-88.141332826104,42.1505996849059,385000.0,10101.331363337658,2056.935234331894,9627.215363337658
42,-88.1580905435164,42.1418124676933,600000.0,8163.413892877225,3205.6133522055493,15002.369892877226
43,-88.1470053760732,42.1441676096596,675000.0,7106.180399816894,3606.315021231243,16877.216399816894
44,-88.1448963790145,42.1441315098999,965000.0,7627.092905742048,5155.694808130592,24127.178905742046
45,-88.144910656284,42.143039212587,655000.0,8997.278925223645,3499.4612428243913,16377.162925223645
46,-88.1439401230539,42.1424936757934,57000.0,7873.79598532904,304.5332684595272,1427.137985329041
47,-88.1435437454842,42.1434363820124,840000.0,7292.270883908874,4487.858693087769,21002.144883908873
48,-88.1413588760265,42.1440397339939,461000.0,5687.301458143716,2462.9795922779304,11527.115458143717
49,-88.1680372465297,42.1465055088386,2600000.0,30938.895791558858,13890.991192890715,65002.607791558854
50,-88.1673344838315,42.1520182607044,2250000.0,27868.2021189611,12021.05007077081,56252.6901189611
51,-88.1763813603514,42.1414570233441,975000.0,13783.053145911437,5209.121697334018,24377.649145911437
52,-88.1974879760089,42.1497490766675,606250.0,10855.251754486686,3239.0051579576907,15159.319754486685
53,-88.196364654765,42.1497720495018,807250.0,9239.39727828497,4312.88563094655,20184.30727828497
54,-88.2339505394275,42.1489655098008,525000.0,9180.342981535123,2804.911683179856,13128.342981535123
55,-88.2350368990068,42.1475982924173,385000.0,12699.181436751516,2056.935234331894,9628.319436751517
56,-88.2257339275541,42.1273070413703,1400000.0,23388.203309327895,7479.7644884796155,35002.8613093279
57,-88.1675530346572,42.1269729935202,1525000.0,23031.58787088205,8147.600603522438,38127.28587088205
58,-88.1465054244217,42.129697546113,627500.0,11707.578010864923,3352.5372975149703,15689.504010864923
59,-88.1588286867247,42.1310650769078,1900000.0,18598.96046072402,10151.108948650906,47502.21846072402
60,-88.13565708805,42.1379656922352,247000.0,4119.301268477856,1319.644163324618,6176.9332684778565
61,-88.1332541476982,42.1339104853086,530000.0,6888.04231644938,2831.6251277815686,13251.84231644938
62,-88.1285960917281,42.1323926030651,427000.0,4704.375845053066,2281.328168986283,10676.749845053066
63,-88.1288127234776,42.1323859131153,412000.0,4516.147175066347,2201.187835181144,10301.753175066347
64,-88.1281023934905,42.1351351552111,455000.0,4563.225973616911,2430.923458755875,11376.773973616911
65,-88.1274453431892,42.133250099454,415000.0,4883.077584032417,2217.2159019421715,10376.741584032417
66,-88.1275942576118,42.1341434356696,424000.0,4634.2762353457965,2265.300102225255,10601.754235345797
67,-88.1272627689453,42.1344634657857,339000.0,6520.7347309769,1811.1715439961354,8476.752730976901
68,-88.1276877686809,42.1344607034715,480000.0,5780.371419780027,2564.4906817644396,12001.759419780026
69,-88.1366520260799,42.1251437531598,505000.0,6215.6566421376265,2698.0579047730043,12626.792642137627
70,-88.1338268622834,42.1254028320248,547000.0,6181.944477782216,2922.4508394273926,13676.752477782216
71,-88.1364503742178,42.1259899607139,510000.0,5343.503331055825,2724.771349374717,12751.799331055825
72,-88.1343030363753,42.1272735356092,396000.0,5343.484900579858,2115.7048124556627,9901.780900579859
73,-88.1357623454646,42.1259685806891,590000.0,6085.656490200085,3152.1864630021237,14751.788490200084
74,-88.1351548445238,42.1257163858067,520000.0,6215.6402812676515,2778.198238578143,13001.776281267652
75,-88.1355743754636,42.1264027421887,545000.0,6222.278584731218,2911.7654615867073,13626.790584731218
76,-88.1279813561476,42.1282066642393,700000.0,10652.81019930733,3739.8822442398077,17501.69419930733
77,-88.1299458867869,42.1261671059325,845000.0,12063.454077766282,4514.572137689483,21126.70207776628
78,-88.1327593941263,42.1236415535973,767500.0,8831.647029789743,4100.513746362932,19189.217029789743
79,-88.131815976889,42.1222763720905,1150000.0,20841.482459862524,6144.09225839397,28751.688459862526
80,-88.1355435685774,42.1219314339804,950000.0,14829.149558315201,5075.554474325453,23751.739558315203
81,-88.1245280655676,42.1194834198286,755000.0,1808.391445692269,4033.7301348586498,18876.55744569227
82,-88.1283742298605,42.121093920325,850000.0,12696.798615303598,4541.285582291195,21251.626615303598
83,-88.1311588990379,42.1198848373599,755000.0,11636.847956085086,4033.7301348586498,18876.653956085087
84,-88.1330688897017,42.1149083677681,440000.0,7863.765058914033,2350.7831249507362,11001.629058914034
85,-88.1328023119873,42.1172274129489,520000.0,9700.84151900568,2778.198238578143,13001.649519005681
86,-88.1372575198669,42.1121621250337,760000.0,12527.639785926931,4060.443579460363,19001.65578592693
87,-88.2019670442454,42.1243442941616,820000.0,11215.142843987494,4381.004914680918,20502.642843987494
88,-88.2343056916891,42.1223343769115,805000.0,12422.783761079392,4300.864580875779,20127.783761079394
89,-88.2365100936003,42.1200160369794,1910000.0,25078.716718826458,10204.535837854333,47752.73671882646
90,-88.2341146019053,42.1129272460863,677500.0,15226.043763976077,3619.6717435320998,16940.073763976077
91,-88.2269902957787,42.101023278358,825000.0,15076.856458927423,4407.71835928263,20627.288458927425
92,-88.1847857606312,42.0972646605773,1075000.0,12527.952232034511,5743.390589368276,26876.96823203451
93,-88.1767097992986,42.1046673468963,1625000.0,22155.859551349185,8681.869495556697,40627.02955134919
94,-88.1691633490925,42.1087909910729,351000.0,12180.65473228869,1875.2838110402465,8777.016732288692
95,-88.1696182816481,42.1040796657833,795000.0,10977.083658199726,4247.437691672353,19876.94365819973
96,-88.1745555205272,42.1024165307611,1075000.0,19325.96943085461,5743.390589368276,26876.96743085461
97,-88.162905447391,42.0964646604649,458000.0,7814.202322767411,2446.9515255169026,11451.74632276741
98,-88.1525641266825,42.0989269976463,700000.0,10162.476961367725,3739.8822442398077,17501.674961367724
99,-88.1273273412719,42.1101019735294,422000.0,6786.415641086671,2254.61472438457,10551.507641086671
100,-88.1236469687875,42.105889093805,265000.0,3507.869276509002,1415.8125638907843,6626.427276509002
101,-88.1232057497409,42.1035977914286,280000.0,3309.2633951792204,1495.9528976959232,7001.40339517922
102,-88.1274565532518,42.1062187728481,225000.0,4204.40162781559,1202.1050070770812,5626.47362781559
103,-88.1316689998085,42.0992789463647,650000.0,10632.973572619747,3472.7477982226787,16251.453572619746
104,-88.1317160127495,42.0976759142322,735000.0,10242.969791849242,3926.876356451798,18376.437791849243
105,-88.1240516069487,42.0958670630096,274000.0,4228.562862053892,1463.8967641738675,6851.3468620538915
106,-88.1239534793362,42.0966118513301,352000.0,3939.458338960058,1880.626499960589,8801.352338960058
107,-88.1236810372196,42.0971266587286,350000.0,3686.230173813049,1869.9411221199039,8751.35417381305
108,-88.1263374632859,42.1003547134838,383000.0,4796.080426745623,2046.2498564912091,9576.408426745624
109,-88.1239935699372,42.1006198122448,385000.0,4730.09475019811,2056.935234331894,9626.386750198111
110,-88.1239891065154,42.10108062542,300860.0,5261.122594976783,1607.4013885742693,7522.890594976783
111,-88.1280562940051,42.0933942846577,253668.0,4936.240573881054,1355.2692130454623,6343.060573881055
112,-88.1271137800738,42.0929789291684,385000.0,4607.236292865598,2056.935234331894,9626.348292865598
113,-88.1261574552947,42.0925350305483,325000.0,4452.2498670247005,1736.3738991113394,8126.335867024701
114,-88.128129513913,42.0922851352264,293000.0,3899.988527713692,1565.4078536603768,7326.350527713692
115,-88.1263961052453,42.089798054465,262000.0,4163.530311276408,1399.7844971297566,6551.312311276408
116,-88.1274197830181,42.0920139615268,375000.0,4652.631802341947,2003.5083451284684,9376.341802341947
117,-88.1264269965435,42.091611768689,340000.0,3732.0215892404576,1816.514232916478,8501.329589240457
118,-88.1241452002407,42.0852436108594,236400.0,30714.25721849315,1263.0116607689865,5911.253218493146
119,-88.1420493211909,42.0900330433878,705000.0,9896.600534016123,3766.5956888415208,17626.448534016123
120,-88.1498228744979,42.0896018528006,363000.0,7510.092989692638,1939.3960780843574,9076.512989692637
121,-88.1474410589598,42.0896933921745,473000.0,7792.972649786543,2527.0918593220417,11826.492649786544
122,-88.1476182900683,42.0917912152768,690000.0,14569.07963749749,3686.455355036382,17251.52363749749
123,-88.1498683786446,42.0954844946489,555000.0,11811.637558882898,2965.1923507901333,13876.597558882899
124,-88.1426929012163,42.0930379218189,788500.0,19065.779158532532,4212.710213690127,19713.993158532532
125,-88.1445753283945,42.0953589028604,975000.0,12697.541777558907,5209.121697334018,24376.541777558905
126,-88.1464697557946,42.0871175522809,650000.0,10006.585874318329,3472.7477982226787,16251.44787431833
127,-88.1504631931235,42.0838263154892,960000.0,9853.11468547583,5128.981363528879,24001.43268547583
128,-88.1780336072127,42.0925883291023,590000.0,9588.95609913525,3152.1864630021237,14751.82009913525
129,-88.174484707338,42.0890346729418,630000.0,12837.654701511368,3365.894019815827,15751.72270151137
130,-88.1626843581935,42.0930464082415,560000.0,7378.3398121561,2991.9057953918464,14001.6878121561
131,-88.1730045303827,42.0836567454406,685000.0,8472.87682730381,3659.741910434669,17126.608827303808
132,-88.1681146805952,42.0829727450868,865000.0,11448.658418600644,4621.425916096334,21626.55841860064
133,-88.1935666193125,42.0930469291356,365000.0,10456.83155906838,1950.0814559250425,9126.95155906838
134,-88.1837600825388,42.0902773891766,700000.0,8978.445881958096,3739.8822442398077,17501.821881958098
135,-88.1842681499485,42.0928403160966,770000.0,12426.016968665963,4113.870468663788,19251.87696866596
136,-88.1830769821412,42.0890154581827,705000.0,9723.063330596526,3766.5956888415208,17626.791330596527
137,-88.1830642084867,42.0893376971963,720000.0,10464.267684569904,3846.7360226466594,18001.797684569905
138,-88.1885182218954,42.0848527873767,525000.0,8407.186717315217,2804.911683179856,13126.744717315218
139,-88.186454801331,42.083095214937,725000.0,7329.908040749388,3873.4494672483725,18126.69404074939
140,-88.1838824478375,42.0879756130135,631000.0,10605.69649256396,3371.2367087361695,15776.77649256396
141,-88.1708650282531,42.0757704865496,690000.0,11063.108144122869,3686.455355036382,17251.44214412287
142,-88.1501399844349,42.0765920363,765000.0,9799.318900536497,4087.1570240620754,19126.3189005365
143,-88.1501365169308,42.0760486590475,945000.0,13525.310384808605,5048.841029723741,23626.310384808607
144,-88.149296999708,42.0776977711891,885000.0,12953.182449629012,4728.279694503185,22126.33044962901
145,-88.147682994384,42.0766921222468,1480000.0,12688.334480423928,7907.179602107022,37001.304480423925
146,-88.1476783156501,42.0756964328494,870000.0,12166.541363784821,4648.139360698046,21751.28936378482
147,-88.1455647593044,42.0805297985083,655000.0,10599.884871445243,3499.4612428243913,16376.346871445243
148,-88.1238472606542,42.0803693702436,540000.0,8182.811504690199,2885.0520169849947,13501.205504690199
149,-88.0192484144287,42.1477670220368,280000.0,3325.370268936814,1495.9528976959232,7000.812268936815
150,-88.0121692752624,42.1524586285722,595000.0,6626.365672978648,3178.8999076038367,14875.847672978649
151,-88.0103878003705,42.1519984776642,595000.0,6416.323667198131,3178.8999076038367,14875.841667198132
152,-88.007008449227,42.1509046325204,205830.0,3207.1207112421403,1099.6856604741138,5146.57871124214
153,-88.0088919570575,42.1501261115611,232000.0,3202.6982712819386,1239.503829519479,5800.822271281939
154,-88.0066182733237,42.1504496797963,262000.0,3312.824069006422,1399.7844971297566,6550.824069006422
155,-88.0054882185241,42.1483387815615,262000.0,3126.0903458032526,1399.7844971297566,6550.8043458032525
156,-88.0061759765911,42.1473527180641,261000.0,3410.5007207428102,1394.441808209414,6525.796720742811
157,-88.0072535215532,42.1477494879106,295000.0,3709.8265657120523,1576.0932315010618,7375.800565712052
158,-88.0068023074784,42.1465590937164,285000.0,3631.1571074974736,1522.666342297636,7125.791107497474
159,-88.0157588824452,42.1457520440488,535000.0,5596.0034296122285,2858.3385723832816,13375.793429612228
160,-88.0213375448413,42.1427778499931,230000.0,3174.9215721775736,1228.818451678794,5750.783572177574
161,-88.0206826137716,42.1432491538004,249900.0,2748.3649920076805,1335.1379611936113,6248.284992007681
162,-88.0183145301392,42.1436091446397,297000.0,3340.38358860216,1586.778609341747,7425.78358860216
163,-88.0175726889859,42.1432384085901,280000.0,4482.468644696279,1495.9528976959232,7000.780644696279
164,-88.0199068183702,42.1411853449859,241567.0,2614.2181611927967,1290.6173344203967,6039.949161192797
165,-88.0194682882381,42.1406632125904,242900.0,2768.9134557194866,1297.7391387512132,6073.271455719487
166,-88.0220130290633,42.1461196448264,249000.0,3619.44039648351,1330.329541165303,6225.80439648351
167,-88.019740518927,42.145206631849,312500.0,4147.1429514599,1669.590287607057,7813.2949514599
168,-88.0170668662227,42.1445044009955,319000.0,3975.463105862456,1704.317765589284,7975.787105862456
169,-88.0170721028952,42.1442934476642,292500.0,3864.37186873528,1562.7365092002053,7313.28586873528
170,-88.044193393466,42.1534823274269,315000.0,4347.3857801379,1682.9470099079135,7875.9377801379
171,-88.0358675578195,42.145484528822,225000.0,2754.899267373596,1202.1050070770812,5625.833267373597
172,-88.0362250812666,42.1448020659208,229000.0,3215.678060544032,1223.4757627584513,5725.830060544033
173,-88.0349762359571,42.1452502321292,233000.0,3216.7808330702715,1244.8465184398217,5825.828833070272
174,-88.0365749745884,42.1450048743533,217000.0,2510.3625351359888,1159.3634957143404,5425.832535135989
175,-88.0310850022313,42.1411153512257,263000.0,3656.415497402674,1405.1271860500992,6575.795497402674
176,-88.0299319795041,42.1420834896476,305000.0,5010.335003591327,1629.5201207044877,7625.797003591328
177,-88.025482589002,42.1409055369075,255501.0,6881.876266473293,1365.0623618364502,6388.307266473294
178,-88.026585803672,42.1401409718066,207000.0,3303.259481692865,1105.9366065109145,5175.781481692865
179,-88.0286172095175,42.1395372836269,200000.0,5197.035627105976,1068.5377840685164,5000.783627105977
180,-88.0607926117357,42.1516762688898,295000.0,4223.835547080501,1576.0932315010618,7376.035547080501
181,-88.0535375981569,42.1529326907734,132500.0,2534.2551104444697,707.9062819453922,3313.4891104444696
182,-88.0561477586362,42.1529383641499,277400.0,3496.9631772217354,1482.0619065030323,6936.009177221736
183,-88.0609819188686,42.1489665319471,465000.0,8176.958543109786,2484.350347959301,11626.010543109785
184,-88.0551146933187,42.1519576484648,145000.0,2719.314546989497,774.6898934496745,3625.990546989497
185,-88.0544670138026,42.1523547063675,193000.0,3417.869787368546,1031.1389616261183,4825.989787368546
186,-88.0554444365555,42.1530551386025,238000.0,2723.7448805474232,1271.5599630415347,5951.004880547423
187,-88.0534642564152,42.1484238289706,586500.0,9350.030805351096,3133.4870517809245,14663.444805351097
188,-88.0569900632002,42.1484100792528,587000.0,8546.897417467722,3136.158396241096,14675.971417467723
189,-88.0552076167568,42.1477017794811,570000.0,8730.279510700213,3045.332684595272,14250.951510700213
190,-88.0554630348694,42.1480743921861,500000.0,7266.104571822085,2671.3444601712913,12500.956571822084
191,-88.0528308964563,42.1513170645594,326500.0,4451.605157407364,1744.3879324918532,8163.467157407364
192,-88.0520588026094,42.1529880498743,325000.0,3923.4912278007328,1736.3738991113394,8125.979227800733
193,-88.0477788839014,42.1530390325535,318000.0,5131.654493628887,1698.9750766689413,7950.952493628887
194,-88.0481574309254,42.1534388587018,176000.0,2027.4890928258335,940.3132499802945,4400.959092825833
195,-88.0471184579562,42.1534906430414,190000.0,2368.6195888491457,1015.1108948650907,4750.9535888491455
196,-88.0476056466671,42.1534374333892,218000.0,2117.7378200294775,1164.706184634683,5450.955820029477
197,-88.04639928754,42.1527407046134,356000.0,5047.877436598818,1901.9972556419593,8900.94143659882
198,-88.0454376495425,42.1532764611489,345000.0,2212.115961895231,1843.227677518191,8625.94196189523
199,-88.0818521476819,42.1477502207082,500000.0,7584.192212716815,2671.3444601712913,12501.230212716815
200,-88.0803035070629,42.1513290284348,590000.0,7654.591217022182,3152.1864630021237,14751.249217022183
201,-88.0803111104262,42.1506409594996,550000.0,10163.009490514165,2938.4789061884203,13751.241490514165
202,-88.0997835805679,42.1528174213657,675000.0,9590.200329331257,3606.315021231243,16876.546329331257
203,-88.0927426686285,42.1484732915619,670000.0,6952.722738290189,3579.6015766295304,16751.386738290188
204,-88.0889771475396,42.150872770616,400000.0,6346.600918727424,2137.075568137033,10001.360918727423
205,-88.0897244703414,42.1517441501375,310000.0,6838.17813610849,1656.2335653062005,7751.38213610849
206,-88.0900340069634,42.1482876762371,520000.0,7372.340032639697,2778.198238578143,13001.346032639696
207,-88.0878618245367,42.1474561704647,441000.0,7788.922824464912,2356.1258138710787,11026.306824464911
208,-88.0892091045199,42.1487044046194,460000.0,7983.811095950793,2457.636903357588,11501.339095950794
209,-88.0891472463714,42.1474691966763,491000.0,6812.590691494836,2623.260259888208,12276.324691494838
210,-88.0868381032055,42.150120667493,345000.0,5405.264219054594,1843.227677518191,8626.322219054593
211,-88.0840394133973,42.1477171473449,475000.0,6429.850260407317,2537.7772371627266,11876.258260407318
212,-88.0848259240622,42.1471241072543,357000.0,6034.484509709349,1907.339944562302,8926.26250970935
213,-88.0836270433955,42.1534819452112,330000.0,5326.738909692051,1763.0873437130522,8251.31890969205
214,-88.0826081389986,42.1523858577751,404000.0,5538.817767744996,2158.4463238184035,10101.291767744995
215,-88.1119014264839,42.1531549112998,515000.0,7148.627484439056,2751.48479397643,12876.745484439058
216,-88.1153060605434,42.1532611846416,460000.0,6537.069671747031,2457.636903357588,11501.803671747031
217,-88.1140758436816,42.1493767394159,440000.0,7368.030194343621,2350.7831249507362,11001.728194343621
218,-88.1134514945503,42.1488918571464,690000.0,9573.943446109533,3686.455355036382,17251.711446109533
219,-88.116991088889,42.1490694023598,831000.0,8971.77185477041,4439.774492804686,20776.77185477041
220,-88.1199191171914,42.1485286609281,670000.0,10615.806857284988,3579.6015766295304,16751.81285728499
221,-88.1190485356679,42.1496110303988,585000.0,7978.213559420322,3125.4730184004106,14626.813559420323
222,-88.1077546731648,42.1522421524542,390000.0,5481.78281971691,2083.6486789336072,9751.66481971691
223,-88.1089354036402,42.1471341964481,748750.0,9471.45219992042,4000.338329106509,18720.36619992042
224,-88.1053554576101,42.143567426426,507500.0,4546.410362082258,2711.4146270738606,12689.018362082259
225,-88.1097531810631,42.1381722431661,950000.0,12559.525998471296,5075.554474325453,23751.525998471297
226,-88.1044232671927,42.1370715665727,440000.0,9957.033483123756,2350.7831249507362,11001.437483123756
227,-88.1139647492907,42.1318197982207,754000.0,11974.266168461816,4028.3874459383073,18851.524168461816
228,-88.1062022399228,42.1288350914468,620000.0,12777.706733260791,3312.467130612401,15501.390733260792
229,-88.1057332090611,42.125367702903,450327.0,8780.918495689966,2405.957073431114,11259.533495689968
230,-88.1034926410002,42.1261949051473,642000.0,8828.092161853472,3430.006286859938,16051.336161853473
231,-88.1075062467856,42.1312830078433,525000.0,10226.814512325154,2804.911683179856,13126.428512325154
232,-88.1075491799999,42.1259841701144,700000.0,10859.91626608362,3739.8822442398077,17501.386266083617
233,-88.099537664235,42.1328644809911,395000.0,6535.358126164685,2110.3621235353203,9876.334126164686
234,-88.0829411237135,42.1333482202803,408000.0,7248.478462534879,2179.8170794997736,10201.13246253488
235,-88.0993428243148,42.1258600632243,425000.0,6049.82298891333,2270.6427911455976,10626.28298891333
236,-88.0968918993815,42.1286152260535,407000.0,7523.236489576263,2174.474390579431,10176.270489576264
237,-88.0995380964286,42.1272899040338,675000.0,9211.552449056873,3606.315021231243,16876.294449056873
238,-88.0890429970129,42.1300504323497,710000.0,9703.27512062165,3793.3091334432333,17751.18512062165
239,-88.0856810688856,42.1302548060135,261000.0,3407.2636753359993,1394.441808209414,6526.147675335999
240,-88.0848987728766,42.1298912117719,265000.0,3216.399184093244,1415.8125638907843,6626.137184093243
241,-88.0849665709097,42.1299240510912,274000.0,3361.5760914944867,1463.8967641738675,6851.138091494487
242,-88.0824310387368,42.1347478520232,465000.0,6176.634385018508,2484.350347959301,11626.134385018508
243,-88.0770711232752,42.1354791056705,473000.0,6765.70048245029,2527.0918593220417,11826.07848245029
244,-88.0666418311293,42.1364650787464,314000.0,7171.735084162424,1677.6043209875709,7850.9790841624235
245,-88.065439002675,42.1362052665679,484000.0,6210.967134705086,2585.8614374458098,12100.967134705086
246,-88.0666745692874,42.1329727882652,543750.0,8966.688399376393,2905.0871004362793,13594.716399376393
247,-88.0685276047703,42.1359807141961,140000.0,1972.1864695448148,747.9764488479616,3500.994469544815
248,-88.0683579481543,42.1357822210337,198000.0,1972.184011038573,1057.8524062278314,4950.992011038573
249,-88.0685809466791,42.1357473314782,187000.0,1972.1859544039237,999.082828104063,4675.993954403923
250,-88.0690186501458,42.135653653771,190000.0,1972.189680863498,1015.1108948650907,4750.997680863498
251,-88.0690222208657,42.1355344832505,192000.0,1972.189200630455,1025.796272705776,4800.997200630455
252,-88.0686990610993,42.1353243307894,201000.0,1972.1852672565944,1073.880472988859,5025.993267256595
253,-88.0685220803074,42.1348607754766,174900.0,1972.181723978466,934.4362921679177,4373.489723978466
254,-88.0689331162673,42.1339438225938,185000.0,1972.1820132706468,988.3974502633778,4625.990013270647
255,-88.0686195027377,42.1339652223752,190000.0,1972.179198253484,1015.1108948650907,4750.987198253484
256,-88.0686198711637,42.133893790468,178000.0,1972.178940426847,950.9986278209797,4450.9869404268475
257,-88.0686260368296,42.1336667318651,176000.0,1972.17817880382,940.3132499802945,4400.98617880382
258,-88.0691287317268,42.1327685390707,190000.0,1972.1796959975763,1015.1108948650907,4750.987695997576
259,-88.0687015399846,42.1329351849721,165000.0,1972.176353318078,881.5436718565261,4125.984353318078
260,-88.0686697673485,42.1327990450386,150000.0,1972.175617423553,801.4033380513873,3750.983617423553
261,-88.0691323140857,42.1325425523829,190000.0,1972.1789902023513,1015.1108948650907,4750.986990202351
262,-88.0689741853994,42.13254134263,184000.0,1972.1775472222573,983.0547613430351,4600.985547222257
263,-88.0690404676368,42.132091671361,197500.0,1972.1767385282635,1055.1810617676601,4938.484738528264
264,-88.0685659524031,42.1317122898973,185000.0,1972.1713533485058,988.3974502633778,4625.979353348505
265,-88.0682164610006,42.1315306281358,182000.0,1972.1677408045525,972.36938350235,4550.9757408045525
266,-88.068937300783,42.1299272959787,182000.0,1972.1700039343234,972.36938350235,4550.978003934323
267,-88.0686512106153,42.1295021810324,201500.0,1972.1665683035949,1076.5518174490303,5038.474568303594
268,-88.0663225717116,42.132284745625,510000.0,7112.101329160436,2724.771349374717,12750.961329160435
269,-88.0660372645696,42.1322900116208,495000.0,6348.958898496479,2644.6310155695783,12375.95889849648
270,-88.0788195485646,42.1318968751872,495000.0,5216.928120038403,2644.6310155695783,12376.080120038403
271,-88.073084462487,42.1290652991704,401000.0,5149.793298072768,2142.4182570573757,10026.013298072769
272,-88.0781529974491,42.1287958010146,240000.0,2329.397477361793,1282.2453408822198,6001.061477361794
273,-88.0787264147507,42.1292756847127,511000.0,7033.41090343097,2730.11403829506,12776.06890343097
274,-88.0781643062888,42.1282171603867,530000.0,7498.599731587307,2831.6251277815686,13251.059731587307
275,-88.0821957856533,42.1261410789095,420000.0,5922.121624204746,2243.9293465438845,10501.093624204745
276,-88.0796878220121,42.1319439546546,475000.0,5718.567580354764,2537.7772371627266,11876.089580354763
277,-88.0823344570742,42.129596586283,300000.0,3519.693873638324,1602.8066761027746,7501.107873638324
278,-88.0683712750787,42.1251302079679,294000.0,3974.1239392143266,1570.7505425807192,7350.965939214327
279,-88.0675682008185,42.1267713218912,356200.0,4747.195043049912,1903.0657934260278,8905.961043049912
280,-88.0660836010832,42.1252106245958,310000.0,4841.022151375774,1656.2335653062005,7750.948151375775
281,-88.0655336785991,42.1251930376617,440000.0,5610.781982091494,2350.7831249507362,11000.943982091494
282,-88.0652797566285,42.1258970648437,494000.0,5465.328384646031,2639.288326649236,12350.94238464603
283,-88.0665777092497,42.1296699414753,273999.0,3774.8433331124747,1463.8914214849472,6850.932333112475
284,-88.0677174511222,42.1298009198291,315000.0,4819.789191556446,1682.9470099079135,7875.967191556446
285,-88.0675007103121,42.1295001868117,303750.0,4028.9087348364146,1622.8417595540595,7594.714734836414
