TownCode,LocationFactor,Land_SquareFeet,Land_PriorTaxYearMarketValueEstimate,Building_SquareFeet,Building_PriorTaxYearMarketValueEstimate,SalePrice,Age,WallMaterial,RoofMaterial,Rooms,Bedrooms,FullBaths,Basement,BasementFinish,CentralHeating,CentralAir,AtticType,HalfBaths,Garage1Size,Garage1Material,Garage1Attachment,Garage1Area,Porch
20,0.980898788201338,3990,25930.0,1209.0,157200.0,289500.0,93,2.0,1.0,6.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,1
20,0.973951585618248,5334,34670.0,1199.0,162460.0,264000.0,61,3.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3
20,1.00902471286574,5985,38900.0,1188.0,157530.0,252500.0,94,1.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,1
20,1.01002219379136,3990,25930.0,1700.0,191340.0,190000.0,93,3.0,1.0,7.0,4.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
20,0.900669850037498,6080,39520.0,4197.0,305870.0,413000.0,49,2.0,1.0,Other,6.0,Other,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3
20,0.928105823499757,5000,32500.0,968.0,139350.0,239000.0,96,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,2.0,2.0,3
20,0.969702972077432,7980,51870.0,828.0,114840.0,340000.0,95,1.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
20,0.972902744963922,5320,34580.0,1405.0,189390.0,273000.0,46,2.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3
20,0.972380255083379,5320,34580.0,654.0,136620.0,198000.0,93,1.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,3
20,0.473790494558165,3750,20620.0,832.0,124550.0,100801.0,116,3.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,3
20,0.461503439988148,4125,22680.0,1144.0,142660.0,110000.0,103,2.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,1
20,0.469879603806849,4036,22190.0,2128.0,189600.0,286500.0,91,2.0,2.0,10.0,4.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,1
20,0.486902865148025,4168,22920.0,931.0,141040.0,252000.0,89,2.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
20,0.496734759020924,4688,25780.0,980.0,139360.0,240000.0,63,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,3
20,0.588904535967538,4875,26810.0,911.0,154650.0,161500.0,64,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,3
20,0.633124310182822,4688,25780.0,1152.0,164740.0,271500.0,60,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3
20,0.650271426055501,5080,27940.0,726.0,127730.0,131000.0,54,3.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,3
20,0.607838872589662,6563,36090.0,1050.0,173380.0,205000.0,57,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,3
20,0.662098834339406,6250,40620.0,2868.0,248660.0,325000.0,101,1.0,1.0,9.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,3
20,0.70219874523768,6937,45090.0,1374.0,200020.0,255000.0,62,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3
20,0.619076334056741,4625,25430.0,1058.0,125900.0,169100.0,72,2.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.645939341370339,8352,45930.0,786.0,129430.0,236000.0,70,3.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3
20,0.638759085138055,5500,30250.0,1075.0,121480.0,199900.0,73,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,3
20,0.641338776193125,5375,29560.0,1323.0,163130.0,190000.0,70,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.660044472761393,4284,27840.0,1170.0,177420.0,220000.0,69,2.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,3
20,0.660084102086692,4800,31200.0,1355.0,172700.0,280000.0,87,3.0,1.0,7.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,3
20,0.679644680251054,4800,31200.0,1178.0,140300.0,270100.0,66,2.0,1.0,6.0,3.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,1
20,0.700068568955121,3050,19820.0,960.0,132150.0,88000.0,71,2.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,3
20,0.720177623848065,4585,29800.0,1560.0,235120.0,230200.0,21,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3
20,0.599200748734573,3125,17180.0,1025.0,143710.0,193000.0,61,2.0,1.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,3
20,0.602945919336156,4375,24060.0,1150.0,147630.0,225000.0,92,2.0,1.0,6.0,3.0,1.0,1.0,3.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.602775853796561,4750,26120.0,968.0,133560.0,70000.0,77,2.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3
20,0.613695119836436,4375,28430.0,2491.0,217240.0,240000.0,92,3.0,1.0,9.0,4.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
20,0.640924808376182,5063,32900.0,1442.0,187470.0,265000.0,70,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,1
20,0.632991325003856,4375,28430.0,2053.0,155620.0,365000.0,66,3.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1
20,0.652023834597696,4375,28430.0,1058.0,145680.0,258500.0,74,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,3
20,0.651921341206107,4375,28430.0,817.0,154050.0,204000.0,69,2.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,3
20,0.66015820165441,4375,28430.0,1205.0,169020.0,335000.0,91,2.0,1.0,7.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
20,0.677307686009219,3125,20310.0,2343.0,172200.0,290000.0,71,2.0,2.0,6.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3
20,0.671374717616145,4375,28430.0,865.0,143590.0,130600.0,92,4.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,3
20,0.691083475775992,4375,28430.0,960.0,174740.0,205000.0,63,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,3
20,0.699775199740757,4375,28430.0,786.0,151880.0,80000.0,69,2.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1
20,0.698671303893085,6250,40620.0,1201.0,186740.0,247900.0,62,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,2.0,3
20,0.728881064884812,6250,40620.0,5519.0,391290.0,580000.0,59,2.0,1.0,Other,Other,Other,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3
20,0.74504160011227,12941,84110.0,3620.0,216440.0,80000.0,137,1.0,1.0,12.0,6.0,4.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1
20,0.604081938955023,5000,27500.0,1450.0,163130.0,210000.0,77,2.0,1.0,6.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,3
20,0.595372924937761,5000,27500.0,1200.0,146750.0,175000.0,72,2.0,1.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,3
20,0.614052343580529,4375,28430.0,1339.0,155590.0,302000.0,61,3.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3
20,0.632783848000032,4375,28430.0,1310.0,154190.0,199900.0,68,2.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,3
20,0.670744396073131,4375,28430.0,1732.0,194350.0,275000.0,71,2.0,1.0,7.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,2.0,2.0,3
20,0.670523992257573,4375,28430.0,830.0,157490.0,345000.0,71,3.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,3
20,0.689144901974733,6250,40620.0,2188.0,206280.0,345000.0,60,2.0,1.0,8.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3
20,0.697202203707965,6250,40620.0,864.0,150510.0,225000.0,94,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,2.0,3
20,0.658646952489589,4250,27620.0,1443.0,165950.0,205254.0,66,3.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,3
20,0.653228257986973,5000,32500.0,2114.0,192160.0,299000.0,67,2.0,1.0,6.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.676807593881077,4250,27620.0,1185.0,198230.0,200000.0,66,2.0,1.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3
20,0.696033868632881,4250,27620.0,772.0,167670.0,256500.0,67,2.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,3
20,0.706723793097928,5000,32500.0,1373.0,148010.0,175009.0,67,2.0,1.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,Other,1.0,2.0,2.0,1
20,0.731877541507645,4250,27620.0,1154.0,177950.0,205000.0,67,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,1
20,0.197092822171216,6200,34100.0,1277.0,147160.0,132000.0,77,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,2.0,2.0,3
20,0.203786306888115,6200,34100.0,1344.0,158740.0,258000.0,77,2.0,1.0,7.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3
20,0.220061977986979,5580,30690.0,1344.0,145550.0,195000.0,67,2.0,1.0,5.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.21902610601113,3689,20280.0,1434.0,131020.0,169000.0,76,3.0,1.0,7.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3
20,0.219483906892037,3689,20280.0,924.0,131020.0,138000.0,76,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3
20,0.232587917027668,4960,27280.0,1129.0,161430.0,250000.0,67,2.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,3
20,0.238133853284354,4960,27280.0,1920.0,177720.0,271500.0,70,2.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2
20,0.239578598828435,5208,28640.0,1376.0,184950.0,223000.0,68,2.0,1.0,7.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,3
20,0.240659680146145,5208,28640.0,832.0,154590.0,135000.0,68,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.246810246937784,5146,28300.0,1260.0,185000.0,190000.0,64,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.262659600449058,5828,32050.0,1389.0,152260.0,211000.0,68,3.0,1.0,6.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,3
20,0.268022000810474,5580,30690.0,2816.0,238130.0,360000.0,69,3.0,1.0,9.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3
20,0.213091163137494,6138,33750.0,1258.0,155790.0,210000.0,96,1.0,1.0,6.0,3.0,1.0,1.0,3.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,3
20,0.213347995648096,4960,27280.0,756.0,131220.0,175000.0,73,2.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3
20,0.226380454481721,6200,34100.0,1010.0,137360.0,255000.0,71,2.0,1.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3
20,0.227204981229138,6200,34100.0,851.0,163300.0,200000.0,71,2.0,1.0,6.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3
20,0.247974216373264,5332,29320.0,988.0,157230.0,165900.0,68,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,2.0,3
20,0.249233488333064,5704,31370.0,1666.0,205110.0,200000.0,70,2.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3
20,0.25261040154156,5704,31370.0,857.0,168480.0,255000.0,70,2.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,3
20,0.258558278405243,5642,31030.0,1147.0,190790.0,169750.0,65,2.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.291522105033266,5084,27960.0,1574.0,185730.0,249000.0,65,3.0,1.0,7.0,4.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.299731511298117,5625,30930.0,1152.0,154370.0,258000.0,59,1.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1
20,0.224133118306831,5704,31370.0,809.0,106380.0,190000.0,70,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,3
20,0.227816773033664,5704,31370.0,1182.0,137940.0,239000.0,70,2.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,3
20,0.234422562487022,5270,28980.0,1222.0,179930.0,124000.0,66,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.241664902404531,5704,31370.0,869.0,110710.0,106000.0,69,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,2
20,0.263374526187665,5084,27960.0,1008.0,123580.0,242000.0,65,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.267700355654181,5084,27960.0,988.0,166440.0,181750.0,64,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.273134400856007,6450,35470.0,1190.0,135900.0,283000.0,65,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,1
20,0.280907545253692,4836,26590.0,1080.0,174010.0,195000.0,64,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.289323948564417,5580,30690.0,1302.0,182760.0,186000.0,67,1.0,1.0,6.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,1
20,0.295475289967553,6678,36720.0,1771.0,175590.0,239000.0,69,3.0,1.0,7.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3
20,0.253124076571421,7721,42460.0,4074.0,322660.0,450000.0,57,2.0,1.0,Other,6.0,Other,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3
20,0.30575688554364,5032,27670.0,950.0,177860.0,159250.0,64,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3
20,0.344099905077471,3100,17050.0,927.0,131070.0,231000.0,52,2.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3
20,0.352123008421457,6200,34100.0,3728.0,322230.0,435000.0,108,2.0,1.0,Other,Other,Other,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3
20,0.363581854956652,4133,22730.0,1419.0,171380.0,286999.0,90,2.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,1
20,0.361525379945417,6171,33940.0,1172.0,178580.0,261000.0,60,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.317837537442963,3100,17050.0,936.0,80200.0,228000.0,67,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.328095813429079,5250,28870.0,1158.0,149610.0,198000.0,76,3.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3
20,0.333296019955134,4960,27280.0,1152.0,153620.0,265000.0,75,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,2.0,2.0,3
20,0.417618422476358,6200,34100.0,1812.0,162060.0,315000.0,94,2.0,1.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3
20,0.34117513671797,4402,24210.0,1025.0,188190.0,250000.0,64,2.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3
20,0.379506393273658,6200,34100.0,1316.0,165930.0,194000.0,89,2.0,1.0,6.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.409168445080534,5625,30930.0,960.0,138450.0,170000.0,96,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,3
20,0.405842276012963,4650,25570.0,959.0,162810.0,248450.0,66,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,3
20,0.430035305169154,6200,34100.0,2039.0,221470.0,279000.0,70,3.0,1.0,9.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,Other,1.0,2.0,2.0,1
20,0.432900305020713,6200,34100.0,1224.0,152630.0,267100.0,95,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,3
20,0.304419416389411,7500,37500.0,795.0,135930.0,195000.0,66,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,4.0,1.0,2.0,2.0,3
20,0.313907217480671,7500,37500.0,1224.0,140650.0,301200.0,66,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,3
20,0.326824344938871,8964,44820.0,792.0,94070.0,166500.0,69,2.0,1.0,6.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,2.0,2.0,3
20,0.309932499629842,8750,43750.0,792.0,94650.0,205000.0,69,1.0,1.0,4.0,2.0,1.0,4.0,3.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,1
20,0.326544469127567,5750,28750.0,1232.0,112730.0,235000.0,69,1.0,1.0,5.0,3.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.311750834233084,7500,37500.0,869.0,134310.0,170000.0,66,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,3
20,0.32074669842503,7500,37500.0,2198.0,188800.0,245000.0,59,2.0,1.0,8.0,5.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3
20,0.323816205328211,7500,37500.0,1042.0,145020.0,192500.0,66,2.0,1.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3
20,0.326564082840669,7500,37500.0,1276.0,186290.0,260000.0,67,2.0,1.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,2.0,3
20,0.282824730530031,4480,22400.0,1050.0,161900.0,235500.0,61,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3
20,0.290261190337916,4320,21600.0,1042.0,133270.0,224900.0,62,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2
20,0.289753658893624,4320,21600.0,1042.0,170330.0,145000.0,62,2.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,3
20,0.299471584476318,5400,27000.0,1155.0,132120.0,280000.0,58,2.0,1.0,6.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3
20,0.292452474920391,4320,21600.0,2165.0,214070.0,275000.0,51,3.0,1.0,8.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3
20,0.312663135961772,4428,22140.0,1725.0,189440.0,274000.0,62,3.0,1.0,8.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3
20,0.314994363356689,4320,21600.0,1262.0,153840.0,160100.0,55,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3
20,0.358527944991118,5850,29250.0,804.0,102110.0,149000.0,77,1.0,1.0,6.0,2.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,1
20,0.352625519082719,5670,28350.0,720.0,114290.0,185000.0,76,1.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,3
20,0.359232295782962,5850,29250.0,1200.0,136560.0,201000.0,75,1.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,3
20,0.350949182532417,6075,30370.0,1718.0,154280.0,235000.0,72,1.0,1.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3
20,0.335604097954307,5715,28570.0,1056.0,115130.0,173000.0,77,1.0,1.0,5.0,3.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3
20,0.338981129981418,5601,28000.0,1056.0,116400.0,68000.0,74,1.0,1.0,5.0,3.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,3
20,0.340557210333223,5601,28000.0,1139.0,145690.0,118500.0,77,2.0,1.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
20,0.342196289797439,5601,28000.0,1320.0,130980.0,137000.0,77,1.0,1.0,5.0,3.0,1.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,3
20,0.371353023473447,6569,32840.0,1759.0,146000.0,245000.0,77,2.0,1.0,8.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,2.0,3
20,0.35997037333262,3546,17730.0,1203.0,132140.0,210000.0,76,2.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,3
20,0.38977056874009,5625,28120.0,1791.0,167010.0,213000.0,68,3.0,1.0,6.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,3
20,0.371113349221257,5902,29510.0,970.0,102820.0,200000.0,75,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,3
20,0.380689577208509,6555,32770.0,1351.0,143210.0,198508.0,75,2.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,3
20,0.392965001968765,4750,23750.0,780.0,98510.0,235000.0,73,2.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,3
20,0.35502753311347,6075,30370.0,1666.0,167260.0,264900.0,71,3.0,1.0,7.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3
20,0.352646262483968,8036,40180.0,814.0,102080.0,245000.0,72,1.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,3
20,0.354946236944723,4679,23390.0,1321.0,164370.0,225000.0,71,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1
20,0.352626951763642,9386,46930.0,1462.0,174820.0,150000.0,67,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,3
20,0.357476544824682,9500,47500.0,1691.0,151850.0,271000.0,71,1.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,3
