,Longitude,Latitude,SalePrice,total_tax,annual_insurance,annual_maintenance,LocationFactor
0,-88.1398590926126,42.1526846691863,575000.0,6900.152424520399,3072.046129196985,14377.222424520398,2.22242452039837
1,-88.137324747648,42.1526229326515,550000.0,5782.857888403948,2938.4789061884203,13752.175888403948,2.17588840394796
2,-88.1406748720789,42.1521422567435,575000.0,6933.140307549095,3072.046129196985,14377.228307549094,2.22830754909464
3,-88.1352202039198,42.1520240305595,1150000.0,10741.840686067802,6144.09225839397,28752.1286860678,2.12868606780209
4,-88.1339977194644,42.1521928328772,455000.0,6191.409641501402,2430.923458755875,11377.109641501402,2.10964150140205
5,-88.1401856904702,42.1503295096986,885000.0,4980.954526829483,4728.279694503185,22127.190526829483,2.19052682948284
6,-88.1385212956473,42.1503461003367,690000.0,5823.691029891305,3686.455355036382,17252.161029891304,2.16102989130516
7,-88.1371235265617,42.1503601897763,439000.0,4872.570323725889,2345.440436030394,10977.136323725888,2.13632372588822
8,-88.1375919609037,42.1494683920563,280000.0,5603.550762892076,1495.9528976959232,7002.130762892076,2.13076289207591
9,-88.1380624367299,42.1471804993249,450000.0,4274.860128836797,2404.2100141541623,11252.104128836798,2.10412883679693
10,-88.1371139404813,42.1472130928939,405000.0,5948.0938975977015,2163.789012738746,10127.087897597701,2.08789759770153
11,-88.1339467052702,42.1503701362495,625000.0,6568.948165285093,3339.180575214114,15627.080165285093,2.08016528509297
12,-88.1340352176119,42.1473450259383,390500.0,3297.7519173151813,2086.3200233937787,9764.535917315181,2.03591731518148
13,-88.1318289279135,42.1502562209643,365000.0,4706.461263492749,1950.0814559250425,9127.041263492749,2.04126349274845
14,-88.1267247053359,42.1539786796984,305000.0,5421.821991634848,1629.5201207044877,7627.009991634848,2.00999163484838
15,-88.1255115595245,42.151607492654,182500.0,4765.574324991898,975.0407279625213,4564.4523249918975,1.9523249918974
16,-88.1247660427755,42.1519295548733,215000.0,3844.2783784982,1148.6781178736553,5376.9443784982,1.94437849820002
17,-88.1242808729523,42.1508969564628,418000.0,5861.26255843474,2233.2439687031997,10451.92055843474,1.92055843474036
18,-88.1300239792336,42.1498776721218,453000.0,7103.346106214333,2420.23808091519,11327.004106214334,2.00410621433343
19,-88.1291827070555,42.1503423969548,355000.0,11330.55455335436,1896.6545667216167,8876.996553354362,1.99655335436259
20,-88.1286626823208,42.1503419524233,655000.0,7825.759548932127,3499.4612428243913,16376.987548932128,1.98754893212666
21,-88.1299984568097,42.1476137221076,425000.0,5204.570083208269,2270.6427911455976,10626.970083208269,1.97008320826873
22,-88.1286561515343,42.1480688425805,1175000.0,9330.063716258213,6277.659481402535,29376.953716258213,1.95371625821364
23,-88.1380359545216,42.1460854674101,345000.0,3547.8592878649633,1843.227677518191,8627.087287864964,2.08728786496342
24,-88.1340368590994,42.1448654646008,314000.0,4453.879857427504,1677.6043209875709,7851.999857427504,1.99985742750456
25,-88.1317435278259,42.1455929121009,268000.0,3614.810848607034,1431.840630651812,6701.970848607034,1.97084860703378
26,-88.1355983026988,42.1436543158456,275000.0,3870.425592091073,1469.2394530942101,6877.0095920910735,2.00959209107362
27,-88.1356143499751,42.1412359366024,185000.0,6101.4382611026385,988.3974502633778,4626.976261102639,1.97626110263883
28,-88.1405264466293,42.1445366844849,416000.0,5670.872150086588,2222.5585908625144,10402.108150086588,2.10815008658746
29,-88.1405294179861,42.1439662735301,280000.0,4395.605843427061,1495.9528976959232,7002.0998434270605,2.09984342706034
30,-88.1405321306983,42.1433993605431,320000.0,3988.4976485969137,1709.6604545096263,8002.091648596914,2.09164859691389
31,-88.1396921408545,42.1436935659715,450000.0,6486.563234690096,2404.2100141541623,11252.081234690095,2.08123469009526
32,-88.1377526186047,42.1440148903145,350000.0,4399.560071228593,1869.9411221199039,8752.052071228592,2.05207122859303
33,-88.1365889770429,42.1453791517882,191000.0,5253.227557419267,1020.4535837854332,4777.051557419268,2.05155741926745
34,-88.128966974762,42.1464062975263,500000.0,5219.991068937917,2671.3444601712913,12501.935068937917,1.93506893791744
35,-88.1296253968654,42.1444175279529,575000.0,7897.036304015171,3072.046129196985,14376.918304015171,1.91830401517138
36,-88.1291054592288,42.1449564698295,810000.0,3901.521004937006,4327.578025477492,20251.917004937008,1.91700493700639
37,-88.1278932153565,42.145360023922,566500.0,8347.72816773263,3026.633273374073,14164.402167732631,1.90216773263175
38,-88.1310143516411,42.1437987261918,382250.0,8266.753233502244,2042.2428398009522,9558.183233502245,1.93323350224378
39,-88.1308392098354,42.1406792462796,355000.0,5051.03219100147,1896.6545667216167,8876.88819100147,1.88819100147012
40,-88.14211538745,42.1526872836211,360000.0,5081.491108970843,1923.3680113233297,9002.263108970843,2.26310897084333
41,-88.141332826104,42.1505996849059,385000.0,10101.331363337658,2056.935234331894,9627.215363337658,2.21536333765803
42,-88.1580905435164,42.1418124676933,600000.0,8163.413892877225,3205.6133522055493,15002.369892877226,2.36989287722594
43,-88.1470053760732,42.1441676096596,675000.0,7106.180399816894,3606.315021231243,16877.216399816894,2.21639981689476
44,-88.1448963790145,42.1441315098999,965000.0,7627.092905742048,5155.694808130592,24127.178905742046,2.17890574204801
45,-88.144910656284,42.143039212587,655000.0,8997.278925223645,3499.4612428243913,16377.162925223645,2.16292522364585
46,-88.1439401230539,42.1424936757934,57000.0,7873.79598532904,304.5332684595272,1427.137985329041,2.13798532904084
47,-88.1435437454842,42.1434363820124,840000.0,7292.270883908874,4487.858693087769,21002.144883908873,2.14488390887366
48,-88.1413588760265,42.1440397339939,461000.0,5687.301458143716,2462.9795922779304,11527.115458143717,2.11545814371638
49,-88.1680372465297,42.1465055088386,2600000.0,30938.895791558858,13890.991192890715,65002.607791558854,2.60779155885675
50,-88.1673344838315,42.1520182607044,2250000.0,27868.2021189611,12021.05007077081,56252.6901189611,2.69011896110072
51,-88.1763813603514,42.1414570233441,975000.0,13783.053145911437,5209.121697334018,24377.649145911437,2.64914591143735
52,-88.1974879760089,42.1497490766675,606250.0,10855.251754486686,3239.0051579576907,15159.319754486685,3.06975448668514
53,-88.196364654765,42.1497720495018,807250.0,9239.39727828497,4312.88563094655,20184.30727828497,3.05727828497047
54,-88.2339505394275,42.1489655098008,525000.0,9180.342981535123,2804.911683179856,13128.342981535123,3.3429815351225
55,-88.2350368990068,42.1475982924173,385000.0,12699.181436751516,2056.935234331894,9628.319436751517,3.31943675151699
56,-88.2257339275541,42.1273070413703,1400000.0,23388.203309327895,7479.7644884796155,35002.8613093279,2.86130932789605
57,-88.1675530346572,42.1269729935202,1525000.0,23031.58787088205,8147.600603522438,38127.28587088205,2.2858708820511
58,-88.1465054244217,42.129697546113,627500.0,11707.578010864923,3352.5372975149703,15689.504010864923,2.00401086492304
59,-88.1588286867247,42.1310650769078,1900000.0,18598.96046072402,10151.108948650906,47502.21846072402,2.21846072402263
60,-88.13565708805,42.1379656922352,247000.0,4119.301268477856,1319.644163324618,6176.9332684778565,1.93326847785682
61,-88.1332541476982,42.1339104853086,530000.0,6888.04231644938,2831.6251277815686,13251.84231644938,1.84231644938048
62,-88.1285960917281,42.1323926030651,427000.0,4704.375845053066,2281.328168986283,10676.749845053066,1.74984505306566
63,-88.1288127234776,42.1323859131153,412000.0,4516.147175066347,2201.187835181144,10301.753175066347,1.7531750663469
64,-88.1281023934905,42.1351351552111,455000.0,4563.225973616911,2430.923458755875,11376.773973616911,1.77397361691062
65,-88.1274453431892,42.133250099454,415000.0,4883.077584032417,2217.2159019421715,10376.741584032417,1.74158403241699
66,-88.1275942576118,42.1341434356696,424000.0,4634.2762353457965,2265.300102225255,10601.754235345797,1.75423534579685
67,-88.1272627689453,42.1344634657857,339000.0,6520.7347309769,1811.1715439961354,8476.752730976901,1.75273097690064
68,-88.1276877686809,42.1344607034715,480000.0,5780.371419780027,2564.4906817644396,12001.759419780026,1.75941978002711
69,-88.1366520260799,42.1251437531598,505000.0,6215.6566421376265,2698.0579047730043,12626.792642137627,1.7926421376266
70,-88.1338268622834,42.1254028320248,547000.0,6181.944477782216,2922.4508394273926,13676.752477782216,1.75247778221661
71,-88.1364503742178,42.1259899607139,510000.0,5343.503331055825,2724.771349374717,12751.799331055825,1.79933105582474
72,-88.1343030363753,42.1272735356092,396000.0,5343.484900579858,2115.7048124556627,9901.780900579859,1.78090057985843
73,-88.1357623454646,42.1259685806891,590000.0,6085.656490200085,3152.1864630021237,14751.788490200084,1.78849020008467
74,-88.1351548445238,42.1257163858067,520000.0,6215.6402812676515,2778.198238578143,13001.776281267652,1.77628126765219
75,-88.1355743754636,42.1264027421887,545000.0,6222.278584731218,2911.7654615867073,13626.790584731218,1.79058473121789
76,-88.1279813561476,42.1282066642393,700000.0,10652.81019930733,3739.8822442398077,17501.69419930733,1.69419930732993
77,-88.1299458867869,42.1261671059325,845000.0,12063.454077766282,4514.572137689483,21126.70207776628,1.70207776628122
78,-88.1327593941263,42.1236415535973,767500.0,8831.647029789743,4100.513746362932,19189.217029789743,1.71702978974323
79,-88.131815976889,42.1222763720905,1150000.0,20841.482459862524,6144.09225839397,28751.688459862526,1.68845986252438
80,-88.1355435685774,42.1219314339804,950000.0,14829.149558315201,5075.554474325453,23751.739558315203,1.73955831520129
81,-88.1245280655676,42.1194834198286,755000.0,1808.391445692269,4033.7301348586498,18876.55744569227,1.55744569226888
82,-88.1283742298605,42.121093920325,850000.0,12696.798615303598,4541.285582291195,21251.626615303598,1.62661530359783
83,-88.1311588990379,42.1198848373599,755000.0,11636.847956085086,4033.7301348586498,18876.653956085087,1.6539560850874
84,-88.1330688897017,42.1149083677681,440000.0,7863.765058914033,2350.7831249507362,11001.629058914034,1.62905891403393
85,-88.1328023119873,42.1172274129489,520000.0,9700.84151900568,2778.198238578143,13001.649519005681,1.6495190056804
86,-88.1372575198669,42.1121621250337,760000.0,12527.639785926931,4060.443579460363,19001.65578592693,1.65578592692997
87,-88.2019670442454,42.1243442941616,820000.0,11215.142843987494,4381.004914680918,20502.642843987494,2.64284398749496
88,-88.2343056916891,42.1223343769115,805000.0,12422.783761079392,4300.864580875779,20127.783761079394,2.78376107939262
89,-88.2365100936003,42.1200160369794,1910000.0,25078.716718826458,10204.535837854333,47752.73671882646,2.73671882645932
90,-88.2341146019053,42.1129272460863,677500.0,15226.043763976077,3619.6717435320998,16940.073763976077,2.57376397607799
91,-88.2269902957787,42.101023278358,825000.0,15076.856458927423,4407.71835928263,20627.288458927425,2.28845892742411
92,-88.1847857606312,42.0972646605773,1075000.0,12527.952232034511,5743.390589368276,26876.96823203451,1.96823203451092
93,-88.1767097992986,42.1046673468963,1625000.0,22155.859551349185,8681.869495556697,40627.02955134919,2.02955134918608
94,-88.1691633490925,42.1087909910729,351000.0,12180.65473228869,1875.2838110402465,8777.016732288692,2.01673228869095
95,-88.1696182816481,42.1040796657833,795000.0,10977.083658199726,4247.437691672353,19876.94365819973,1.94365819972757
96,-88.1745555205272,42.1024165307611,1075000.0,19325.96943085461,5743.390589368276,26876.96743085461,1.96743085460734
97,-88.162905447391,42.0964646604649,458000.0,7814.202322767411,2446.9515255169026,11451.74632276741,1.74632276741055
98,-88.1525641266825,42.0989269976463,700000.0,10162.476961367725,3739.8822442398077,17501.674961367724,1.67496136772482
99,-88.1273273412719,42.1101019735294,422000.0,6786.415641086671,2254.61472438457,10551.507641086671,1.50764108667145
100,-88.1236469687875,42.105889093805,265000.0,3507.869276509002,1415.8125638907843,6626.427276509002,1.42727650900167
101,-88.1232057497409,42.1035977914286,280000.0,3309.2633951792204,1495.9528976959232,7001.40339517922,1.40339517922019
102,-88.1274565532518,42.1062187728481,225000.0,4204.40162781559,1202.1050070770812,5626.47362781559,1.47362781558941
103,-88.1316689998085,42.0992789463647,650000.0,10632.973572619747,3472.7477982226787,16251.453572619746,1.45357261974552
104,-88.1317160127495,42.0976759142322,735000.0,10242.969791849242,3926.876356451798,18376.437791849243,1.43779184924355
105,-88.1240516069487,42.0958670630096,274000.0,4228.562862053892,1463.8967641738675,6851.3468620538915,1.34686205389143
106,-88.1239534793362,42.0966118513301,352000.0,3939.458338960058,1880.626499960589,8801.352338960058,1.35233896005808
107,-88.1236810372196,42.0971266587286,350000.0,3686.230173813049,1869.9411221199039,8751.35417381305,1.35417381304912
108,-88.1263374632859,42.1003547134838,383000.0,4796.080426745623,2046.2498564912091,9576.408426745624,1.40842674562353
109,-88.1239935699372,42.1006198122448,385000.0,4730.09475019811,2056.935234331894,9626.386750198111,1.38675019811045
110,-88.1239891065154,42.10108062542,300860.0,5261.122594976783,1607.4013885742693,7522.890594976783,1.39059497678307
111,-88.1280562940051,42.0933942846577,253668.0,4936.240573881054,1355.2692130454623,6343.060573881055,1.36057388105408
112,-88.1271137800738,42.0929789291684,385000.0,4607.236292865598,2056.935234331894,9626.348292865598,1.34829286559846
113,-88.1261574552947,42.0925350305483,325000.0,4452.2498670247005,1736.3738991113394,8126.335867024701,1.33586702470112
114,-88.128129513913,42.0922851352264,293000.0,3899.988527713692,1565.4078536603768,7326.350527713692,1.35052771369197
115,-88.1263961052453,42.089798054465,262000.0,4163.530311276408,1399.7844971297566,6551.312311276408,1.31231127640749
116,-88.1274197830181,42.0920139615268,375000.0,4652.631802341947,2003.5083451284684,9376.341802341947,1.34180234194678
117,-88.1264269965435,42.091611768689,340000.0,3732.0215892404576,1816.514232916478,8501.329589240457,1.32958924045758
118,-88.1241452002407,42.0852436108594,236400.0,30714.25721849315,1263.0116607689865,5911.253218493146,1.25321849314635
119,-88.1420493211909,42.0900330433878,705000.0,9896.600534016123,3766.5956888415208,17626.448534016123,1.44853401612263
120,-88.1498228744979,42.0896018528006,363000.0,7510.092989692638,1939.3960780843574,9076.512989692637,1.51298969263822
121,-88.1474410589598,42.0896933921745,473000.0,7792.972649786543,2527.0918593220417,11826.492649786544,1.4926497865433
122,-88.1476182900683,42.0917912152768,690000.0,14569.07963749749,3686.455355036382,17251.52363749749,1.52363749748947
123,-88.1498683786446,42.0954844946489,555000.0,11811.637558882898,2965.1923507901333,13876.597558882899,1.59755888289944
124,-88.1426929012163,42.0930379218189,788500.0,19065.779158532532,4212.710213690127,19713.993158532532,1.49315853253165
125,-88.1445753283945,42.0953589028604,975000.0,12697.541777558907,5209.121697334018,24376.541777558905,1.54177755890652
126,-88.1464697557946,42.0871175522809,650000.0,10006.585874318329,3472.7477982226787,16251.44787431833,1.44787431832926
127,-88.1504631931235,42.0838263154892,960000.0,9853.11468547583,5128.981363528879,24001.43268547583,1.43268547582985
128,-88.1780336072127,42.0925883291023,590000.0,9588.95609913525,3152.1864630021237,14751.82009913525,1.82009913524986
129,-88.174484707338,42.0890346729418,630000.0,12837.654701511368,3365.894019815827,15751.72270151137,1.72270151136901
130,-88.1626843581935,42.0930464082415,560000.0,7378.3398121561,2991.9057953918464,14001.6878121561,1.68781215610027
131,-88.1730045303827,42.0836567454406,685000.0,8472.87682730381,3659.741910434669,17126.608827303808,1.60882730380872
132,-88.1681146805952,42.0829727450868,865000.0,11448.658418600644,4621.425916096334,21626.55841860064,1.55841860064282
133,-88.1935666193125,42.0930469291356,365000.0,10456.83155906838,1950.0814559250425,9126.95155906838,1.95155906838079
134,-88.1837600825388,42.0902773891766,700000.0,8978.445881958096,3739.8822442398077,17501.821881958098,1.82188195809619
135,-88.1842681499485,42.0928403160966,770000.0,12426.016968665963,4113.870468663788,19251.87696866596,1.8769686659628
136,-88.1830769821412,42.0890154581827,705000.0,9723.063330596526,3766.5956888415208,17626.791330596527,1.79133059652724
137,-88.1830642084867,42.0893376971963,720000.0,10464.267684569904,3846.7360226466594,18001.797684569905,1.79768456990483
138,-88.1885182218954,42.0848527873767,525000.0,8407.186717315217,2804.911683179856,13126.744717315218,1.74471731521752
139,-88.186454801331,42.083095214937,725000.0,7329.908040749388,3873.4494672483725,18126.69404074939,1.69404074938808
140,-88.1838824478375,42.0879756130135,631000.0,10605.69649256396,3371.2367087361695,15776.77649256396,1.77649256396005
141,-88.1708650282531,42.0757704865496,690000.0,11063.108144122869,3686.455355036382,17251.44214412287,1.44214412286973
142,-88.1501399844349,42.0765920363,765000.0,9799.318900536497,4087.1570240620754,19126.3189005365,1.31890053649731
143,-88.1501365169308,42.0760486590475,945000.0,13525.310384808605,5048.841029723741,23626.310384808607,1.31038480860494
144,-88.149296999708,42.0776977711891,885000.0,12953.182449629012,4728.279694503185,22126.33044962901,1.3304496290127
145,-88.147682994384,42.0766921222468,1480000.0,12688.334480423928,7907.179602107022,37001.304480423925,1.30448042392732
146,-88.1476783156501,42.0756964328494,870000.0,12166.541363784821,4648.139360698046,21751.28936378482,1.28936378482143
147,-88.1455647593044,42.0805297985083,655000.0,10599.884871445243,3499.4612428243913,16376.346871445243,1.34687144524367
148,-88.1238472606542,42.0803693702436,540000.0,8182.811504690199,2885.0520169849947,13501.205504690199,1.20550469019937
149,-88.0192484144287,42.1477670220368,280000.0,3325.370268936814,1495.9528976959232,7000.812268936815,0.812268936814324
150,-88.0121692752624,42.1524586285722,595000.0,6626.365672978648,3178.8999076038367,14875.847672978649,0.847672978648171
151,-88.0103878003705,42.1519984776642,595000.0,6416.323667198131,3178.8999076038367,14875.841667198132,0.841667198131296
152,-88.007008449227,42.1509046325204,205830.0,3207.1207112421403,1099.6856604741138,5146.57871124214,0.82871124214049
153,-88.0088919570575,42.1501261115611,232000.0,3202.6982712819386,1239.503829519479,5800.822271281939,0.822271281939031
154,-88.0066182733237,42.1504496797963,262000.0,3312.824069006422,1399.7844971297566,6550.824069006422,0.824069006421955
155,-88.0054882185241,42.1483387815615,262000.0,3126.0903458032526,1399.7844971297566,6550.8043458032525,0.804345803252733
156,-88.0061759765911,42.1473527180641,261000.0,3410.5007207428102,1394.441808209414,6525.796720742811,0.796720742810727
157,-88.0072535215532,42.1477494879106,295000.0,3709.8265657120523,1576.0932315010618,7375.800565712052,0.800565712052356
158,-88.0068023074784,42.1465590937164,285000.0,3631.1571074974736,1522.666342297636,7125.791107497474,0.791107497473472
159,-88.0157588824452,42.1457520440488,535000.0,5596.0034296122285,2858.3385723832816,13375.793429612228,0.793429612228142
160,-88.0213375448413,42.1427778499931,230000.0,3174.9215721775736,1228.818451678794,5750.783572177574,0.78357217757352
161,-88.0206826137716,42.1432491538004,249900.0,2748.3649920076805,1335.1379611936113,6248.284992007681,0.784992007680562
162,-88.0183145301392,42.1436091446397,297000.0,3340.38358860216,1586.778609341747,7425.78358860216,0.783588602160208
163,-88.0175726889859,42.1432384085901,280000.0,4482.468644696279,1495.9528976959232,7000.780644696279,0.780644696278947
164,-88.0199068183702,42.1411853449859,241567.0,2614.2181611927967,1290.6173344203967,6039.949161192797,0.774161192796898
165,-88.0194682882381,42.1406632125904,242900.0,2768.9134557194866,1297.7391387512132,6073.271455719487,0.771455719486939
166,-88.0220130290633,42.1461196448264,249000.0,3619.44039648351,1330.329541165303,6225.80439648351,0.804396483509962
167,-88.019740518927,42.145206631849,312500.0,4147.1429514599,1669.590287607057,7813.2949514599,0.794951459900735
168,-88.0170668662227,42.1445044009955,319000.0,3975.463105862456,1704.317765589284,7975.787105862456,0.787105862456117
169,-88.0170721028952,42.1442934476642,292500.0,3864.37186873528,1562.7365092002053,7313.28586873528,0.785868735279944
170,-88.044193393466,42.1534823274269,315000.0,4347.3857801379,1682.9470099079135,7875.9377801379,0.937780137899596
171,-88.0358675578195,42.145484528822,225000.0,2754.899267373596,1202.1050070770812,5625.833267373597,0.833267373596347
172,-88.0362250812666,42.1448020659208,229000.0,3215.678060544032,1223.4757627584513,5725.830060544033,0.830060544032226
173,-88.0349762359571,42.1452502321292,233000.0,3216.7808330702715,1244.8465184398217,5825.828833070272,0.828833070271582
174,-88.0365749745884,42.1450048743533,217000.0,2510.3625351359888,1159.3634957143404,5425.832535135989,0.832535135989089
175,-88.0310850022313,42.1411153512257,263000.0,3656.415497402674,1405.1271860500992,6575.795497402674,0.79549740267434
176,-88.0299319795041,42.1420834896476,305000.0,5010.335003591327,1629.5201207044877,7625.797003591328,0.797003591327501
177,-88.025482589002,42.1409055369075,255501.0,6881.876266473293,1365.0623618364502,6388.307266473294,0.782266473292727
178,-88.026585803672,42.1401409718066,207000.0,3303.259481692865,1105.9366065109145,5175.781481692865,0.781481692864931
179,-88.0286172095175,42.1395372836269,200000.0,5197.035627105976,1068.5377840685164,5000.783627105977,0.7836271059772
180,-88.0607926117357,42.1516762688898,295000.0,4223.835547080501,1576.0932315010618,7376.035547080501,1.03554708050099
181,-88.0535375981569,42.1529326907734,132500.0,2534.2551104444697,707.9062819453922,3313.4891104444696,0.989110444469575
182,-88.0561477586362,42.1529383641499,277400.0,3496.9631772217354,1482.0619065030323,6936.009177221736,1.00917722173582
183,-88.0609819188686,42.1489665319471,465000.0,8176.958543109786,2484.350347959301,11626.010543109785,1.01054310978604
184,-88.0551146933187,42.1519576484648,145000.0,2719.314546989497,774.6898934496745,3625.990546989497,0.990546989497038
185,-88.0544670138026,42.1523547063675,193000.0,3417.869787368546,1031.1389616261183,4825.989787368546,0.989787368546056
186,-88.0554444365555,42.1530551386025,238000.0,2723.7448805474232,1271.5599630415347,5951.004880547423,1.00488054742365
187,-88.0534642564152,42.1484238289706,586500.0,9350.030805351096,3133.4870517809245,14663.444805351097,0.944805351097485
188,-88.0569900632002,42.1484100792528,587000.0,8546.897417467722,3136.158396241096,14675.971417467723,0.971417467723298
